sampleID	ESE00018_s00006	ESE00019_SLR1	ESE00019_SLR10	ESE00019_SLR11	ESE00019_SLR12	ESE00019_SLR14	ESE00019_SLR16	ESE00019_SLR17	ESE00019_SLR18	ESE00019_SLR19	ESE00019_SLR2	ESE00019_SLR3	ESE00019_SLR4	ESE00019_SLR5	ESE00019_SLR6	ESE00019_SLR8	ESE00019_SLR9	ESE00019_s00021	ESE00019_s00022	ESE00019_s00028	ESE00019_s00033	ESE00019_s00037	ESE00086_s00090	ESE00086_s00092	ESE00087_s00109	ESE00089_s00138	ESE00090_SLR20	ESE00090_SLR22	ESE00090_s00154	ESE00090_s00155	ESE00090_s00157	ESE00125_s00183	ESE00126_s00214	ESE00139_s00245	ESE00151_s00266	ESE00155_s00304	ESE00156_s00317	ESE00157_s00340	ESE00158_s00361	ESE00160_s00396	ESE00207_s00416	ESE00211_s00437	ESE00230_s00456	ESE00231_s00482	ESE00282_s00519	ESE00283_s00547	ESE00418_SLR23	ESE00418_SLR24	ESE00418_SLR26	ESE00418_SLR27	ESE00418_SLR28	ESE00418_SLR31	ESE00418_SLR32	ESE00418_SLR33	ESE00418_SLR34	ESE00418_SLR35	ESE00418_SLR36	ESE00418_SLR37	ESE00418_SLR38	ESE00418_SLR39	ESE00418_SLR40	ESE00418_SLR41	ESE00418_SLR42	ESE00418_s00606	ESE00418_s00607	ESE00418_s00610	ESE00418_s00613	ESE00418_s00614	ESE00418_s00615	ESE00418_s00620	ESE00418_s00621	ESE00553_s00638	ESE00958_s00670	ESE00958_s00677	ESE00960_s00681	ESE00960_s00693	ESE00961_s00707	ESE00961_s00711	ESE00993_s00753	ESE01218_s00785	ESE01261_s00804	ESE01261_s00814	ESE01262_s00834	ESE01393_s00869	ESE01400_s00920	ESE01417_s00945	ESE01435_s00969	ESE01521_s01009	ESE01521_s01016	ESE01522_s01035	ESE01527_s01054	ESE01535_s01072	ESE01543_SLR43	ESE01543_SLR44	ESE01543_SLR45	ESE01543_SLR46	ESE01543_SLR48	ESE01543_SLR49	ESE01543_SLR50	ESE01543_SLR51	ESE01543_SLR53	ESE01543_SLR54_1	ESE01543_SLR54_2	ESE01543_SLR55	ESE01543_SLR56	ESE01543_SLR57	ESE01543_SLR58	ESE01543_SLR59	ESE01543_s01090	ESE01543_s01094	ESE01543_s01103	ESE01543_s01111	ESE01564_s01113	ESE01567_s01133	ESE01567_s01143	ESE01587_s01161	ESE01587_s01167	ESE01592_s01222	ESE01592_s01228	ESE01594_s01235	ESE01594_s01244	ESE01617_s01276	ESE01619_s01300	ESE01619_s01305	ESE01623_s01314	ESE01635_s01331	ESE01653_s01348	ESE01661_s01361	ESE01696_s01387	ESE01841_s01404	ESE01892_s01423	ESE01900_s01436	ESE02164_s01526	ESE02164_s01532	ESE02184_s01550	ESE02190_s01571	ESE02190_s01575	LCP05531_SLR60	LCP05531_SLR62	LCP05531_SLR63	LCP05531_SLR66	LCP05531_SLR67	LCP05531_SLR68	LCP05531_SLR69	LCP05531_SLR70	LCP05531_SLR71	LCP05531_SLR72	LCP05531_SLR74	LCP05531_SLR75	LCP05531_SLR76	LCP05531_SLR77	LCP05531_s01799	LCP05531_s01800	LCP05531_s01801	LCP05531_s01802	LCP05531_s01807	LCP05531_s01808	LCP05531_s01818	LCP06093_SLR78	LCP06093_SLR79	LCP06093_SLR80	LCP06093_SLR81	LCP06093_SLR82	LCP06093_SLR83	LCP06093_SLR84	LCP06093_SLR85	LCP06093_SLR86	LCP06093_SLR88	LCP06093_SLR89	LCP06093_SLR90	LCP06093_SLR91	LCP06093_s01874	LCP06093_s01880	LCP06093_s01882	LCP3239_s01654	LCP4799_s01694	LCP4799_s01696	LCP5327_s01719	LCP5327_s01721	LCP5327_s01722	LCP5471_s01732	LCP5496_s01742	LCP5529T_s01783	LCP5639_s01851	LCP6615_s01894	LCP6621_s01936	LCP6622_s01953	LCP6623_s01974	LCP6697_s01988	LCP6700_s02027	LCP6701_s02040	LCP797_s01620	LCP797_s01623	LMA421_s02055	LMA421_s02063	PN0144_s02085	PN0144_s02090	UBOCC-A-112050_s02145	UBOCC-A-112053_s02172	UBOCC-A-112059_s02186	UBOCC-A-116003_s02281	UBOCC-A-116003_s02288
LCP5639	0.952	0.749	0.963	0.991	0.930	0.899	0.999	0.756	0.562	0.820	1.000	0.991	0.896	0.501	0.803	0.990	0.999	0.996	0.518	0.702	1.000	0.265	0.118	0.684	1.000	1.000	0.817	0.872	0.585	0.167	0.189	0.954	0.986	0.953	1.000	0.350	1.000	1.000	1.000	1.000	1.000	1.000	0.253	0.251	1.000	0.986	0.915	0.667	0.293	1.000	1.000	1.000	1.000	0.977	0.863	1.000	1.000	0.800	0.918	0.832	0.268	1.000	0.997	0.987	0.996	0.974	0.677	0.854	0.853	0.996	0.543	0.955	0.761	0.403	0.950	0.986	0.261	0.350	1.000	0.926	0.999	0.253	1.000	0.951	1.000	0.951	0.234	0.953	0.195	0.986	0.955	0.953	0.991	0.995	0.999	1.000	1.000	1.000	0.998	0.999	0.980	0.926	1.000	0.979	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.953	0.999	0.986	0.951	0.543	0.953	0.119	1.000	1.000	0.953	0.950	0.119	0.952	0.682	0.953	0.166	0.955	0.954	0.952	1.000	0.953	0.986	0.986	0.953	0.986	0.997	0.983	0.901	0.991	0.273	1.000	1.000	1.000	1.000	1.000	0.740	0.474	1.000	0.222	0.333	0.827	0.305	1.000	0.986	0.995	0.561	0.905	1.000	0.412	0.758	0.787	1.000	0.895	0.560	0.729	0.726	0.791	0.987	0.965	0.266	0.318	0.995	0.242	0.236	0.427	0.249	0.168	0.167	0.403	0.953	0.986	1.000	0.350	0.107	0.995	0.406	0.446	0.411	1.000	0.262	0.350	0.798	0.986	0.096	0.350	0.986	1.000	0.953	0.953	1.000
LCP584T	0.997	1.000	0.669	0.986	1.000	0.573	1.000	1.000	0.557	0.909	1.000	0.999	0.897	0.938	0.905	0.995	0.999	0.999	0.407	0.897	1.000	0.999	0.092	0.710	0.024	0.024	0.780	0.698	0.509	0.116	0.190	1.000	0.024	0.999	0.024	0.271	0.024	0.024	0.024	0.024	0.024	0.024	0.940	0.941	0.024	0.024	0.865	0.486	0.547	0.970	1.000	0.968	0.758	0.670	0.664	0.989	0.987	1.000	0.695	0.600	0.584	0.999	0.827	0.429	0.999	0.749	0.704	0.933	0.933	0.999	0.565	0.999	0.771	0.323	0.996	0.024	0.305	0.267	0.024	0.852	0.999	0.939	0.024	0.997	1.000	0.997	0.500	0.999	0.154	0.024	0.999	0.995	0.981	0.807	0.739	0.496	0.734	0.988	0.642	0.490	0.964	0.670	0.999	0.969	0.947	0.989	0.666	0.976	0.024	1.000	0.821	0.620	0.999	0.999	0.024	0.996	0.565	0.999	0.092	0.370	0.024	0.999	0.995	0.092	0.998	0.709	0.999	0.115	0.999	1.000	0.998	0.024	0.999	0.024	0.024	0.999	0.024	0.998	0.525	0.620	0.713	0.502	0.537	0.988	0.974	1.000	0.989	0.855	0.462	0.739	0.230	0.278	0.860	0.316	0.960	0.024	0.844	0.452	0.648	0.998	0.983	1.000	0.827	1.000	0.931	1.000	1.000	0.994	0.878	1.000	0.676	1.000	1.000	1.000	0.175	0.245	0.357	0.251	0.167	0.116	0.325	0.999	0.024	0.024	0.269	0.110	0.995	0.035	0.381	0.038	0.024	0.306	0.267	0.810	0.024	0.100	0.269	0.024	0.024	0.999	0.999	0.139
LCP6615	0.158	0.782	0.550	0.383	0.312	0.138	0.821	0.289	0.140	0.231	0.840	0.115	0.384	0.362	0.141	0.094	0.025	0.273	0.198	0.956	0.166	0.180	0.098	0.272	0.024	0.024	0.877	0.951	1.000	0.897	0.118	0.159	0.023	0.158	0.024	0.997	0.024	0.024	0.024	0.024	0.024	0.024	0.031	0.030	0.024	0.023	0.621	0.129	0.253	0.718	0.076	0.179	0.163	0.613	0.682	0.325	0.872	0.832	0.236	0.371	0.195	0.043	0.498	0.684	0.272	0.160	0.089	0.257	0.251	0.990	0.337	0.155	0.290	0.991	0.157	0.023	0.977	1.000	0.024	0.249	0.156	0.030	0.024	0.159	0.078	0.159	0.351	0.158	0.141	0.023	0.156	0.160	0.530	0.294	0.206	0.462	0.215	0.831	0.320	0.175	0.413	0.642	0.237	0.033	0.113	0.749	0.596	0.349	0.024	0.160	0.141	0.290	0.158	0.151	0.023	0.158	0.336	0.158	0.098	0.103	0.024	0.158	0.158	0.098	0.158	0.269	0.159	0.896	0.154	0.159	0.158	0.024	0.159	0.023	0.023	0.159	0.023	0.685	0.795	0.173	0.833	0.143	0.437	0.826	0.662	0.160	0.321	0.919	0.366	0.165	0.386	0.137	0.113	0.213	0.113	0.023	0.231	0.439	0.165	0.390	0.828	0.297	0.172	0.088	0.498	0.409	0.970	0.179	0.131	0.360	0.554	0.145	0.271	0.073	0.999	0.944	0.992	0.943	0.102	0.897	0.996	0.158	0.023	0.024	0.998	0.168	0.156	0.060	0.997	0.053	0.024	0.977	1.000	0.250	0.023	0.158	0.998	0.023	0.024	0.159	0.158	0.108
LCP6617	0.218	0.784	0.400	0.372	0.536	0.244	0.813	0.041	0.455	0.328	0.833	0.147	0.429	0.363	0.168	0.105	0.059	0.153	0.408	0.250	0.229	0.125	0.009	0.022	0.019	0.019	0.990	1.000	0.618	0.041	1.000	0.219	0.019	0.219	0.019	0.033	0.019	0.019	0.019	0.019	0.019	0.019	0.070	0.070	0.019	0.018	0.499	0.347	0.174	0.710	0.078	0.439	0.377	0.420	0.553	0.344	0.875	0.836	0.312	0.407	0.103	0.084	0.391	0.161	0.154	0.092	0.107	0.315	0.310	0.990	0.153	0.245	0.081	0.056	0.217	0.019	0.210	0.033	0.019	0.299	0.223	0.070	0.019	0.219	0.022	0.219	0.116	0.219	0.113	0.018	0.247	0.220	0.552	0.302	0.457	0.426	0.394	0.832	0.301	0.301	0.333	0.314	0.132	0.068	0.091	0.631	0.405	0.367	0.019	0.260	0.109	0.066	0.219	0.214	0.018	0.218	0.153	0.218	0.009	0.043	0.019	0.219	0.217	0.009	0.218	0.021	0.220	0.041	0.245	0.219	0.219	0.019	0.220	0.018	0.018	0.218	0.018	0.683	0.312	0.272	0.839	0.172	0.513	0.825	0.552	0.225	0.344	0.303	0.266	0.328	0.222	0.325	0.124	0.228	0.094	0.019	0.131	0.155	0.284	0.308	0.836	0.054	0.223	0.149	0.649	0.436	0.239	0.339	0.168	0.253	0.414	0.146	0.042	0.092	0.185	0.135	0.045	0.140	0.960	0.041	0.056	0.219	0.018	0.019	0.033	0.172	0.222	0.023	0.038	0.024	0.019	0.210	0.032	0.031	0.019	0.162	0.033	0.019	0.019	0.219	0.219	0.113
LCP6620	0.947	0.732	0.967	1.000	0.930	0.796	0.997	0.775	0.639	0.982	0.944	0.999	0.776	0.877	0.986	0.995	0.999	1.000	0.479	0.670	0.997	0.956	0.116	0.698	0.024	0.024	0.808	0.863	0.588	0.149	0.183	0.951	0.024	0.949	0.024	0.332	0.024	0.024	0.024	0.024	0.024	0.024	0.924	0.925	0.024	0.024	0.900	0.646	0.992	1.000	1.000	1.000	1.000	0.983	0.838	1.000	1.000	0.782	0.697	0.808	0.989	1.000	1.000	1.000	1.000	0.998	0.677	0.943	0.942	0.998	0.463	0.951	0.777	0.388	0.946	0.024	0.214	0.333	0.024	0.923	0.998	0.923	0.024	0.947	1.000	0.947	0.444	0.949	0.191	0.024	0.951	0.949	0.987	0.993	0.999	0.878	1.000	1.000	0.644	0.830	0.974	0.919	1.000	0.971	0.950	1.000	1.000	1.000	0.024	0.998	0.982	0.937	0.949	0.998	0.024	0.947	0.463	0.949	0.116	0.297	0.024	0.949	0.946	0.116	0.949	0.696	0.949	0.148	0.951	0.950	0.949	0.024	0.950	0.024	0.024	0.949	0.024	1.000	1.000	0.763	0.993	0.973	0.994	1.000	1.000	0.998	1.000	0.714	0.565	1.000	0.226	0.325	1.000	0.304	0.953	0.024	0.845	1.000	0.762	1.000	0.983	0.777	0.682	0.997	0.867	0.912	0.696	0.743	0.986	1.000	0.968	0.956	1.000	0.996	0.211	0.178	0.417	0.190	0.163	0.149	0.390	0.949	0.024	0.024	0.331	0.149	0.994	0.043	0.440	0.045	0.024	0.214	0.332	0.815	0.024	0.139	0.331	0.024	0.024	0.949	0.949	0.135
LCP6621	0.243	0.782	0.580	0.521	0.619	0.355	0.818	0.347	0.676	0.584	0.839	0.188	0.536	0.494	0.217	0.124	0.027	0.568	0.568	0.956	0.256	0.274	0.097	0.264	0.019	0.019	0.878	1.000	1.000	0.890	1.000	0.245	0.019	0.244	0.019	0.997	0.019	0.019	0.019	0.019	0.019	0.019	0.249	0.252	0.019	0.019	0.649	0.560	0.357	0.724	0.097	0.666	0.277	0.616	0.714	0.490	0.876	0.831	0.426	0.567	0.243	0.042	0.518	0.706	0.567	0.220	0.149	0.339	0.333	0.989	0.542	0.270	0.332	0.991	0.243	0.019	0.977	1.000	0.019	0.353	0.248	0.249	0.019	0.244	0.078	0.244	0.381	0.244	0.189	0.019	0.271	0.245	0.529	0.574	0.697	0.568	0.301	0.829	0.428	0.385	0.967	0.698	0.606	0.030	0.126	0.631	0.613	0.498	0.019	0.289	0.209	0.307	0.244	0.238	0.019	0.243	0.542	0.243	0.097	0.258	0.019	0.244	0.242	0.097	0.244	0.262	0.245	0.888	0.269	0.244	0.244	0.019	0.245	0.019	0.019	0.244	0.019	0.697	0.847	0.366	0.848	0.260	0.613	0.823	0.657	0.250	0.478	0.924	0.546	0.221	0.449	0.386	0.219	0.379	0.169	0.019	0.481	0.479	0.342	0.998	0.646	0.355	0.383	0.166	0.617	0.558	0.970	0.548	0.206	0.384	0.587	0.273	0.283	0.131	0.862	0.939	0.992	0.941	0.954	0.889	0.996	0.244	0.019	0.019	0.998	1.000	0.246	0.067	0.997	0.061	0.019	0.977	1.000	0.297	0.019	1.000	0.998	0.019	0.019	0.244	0.244	0.168
LCP6622	0.948	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.621	1.000	1.000	1.000	1.000	1.000	1.000	0.997	0.999	1.000	0.999	0.686	1.000	0.999	0.100	0.710	0.026	0.026	0.785	0.857	0.528	0.131	0.190	0.951	0.026	0.950	0.026	0.297	0.026	0.026	0.026	0.026	0.026	0.026	0.999	0.999	0.026	0.026	0.865	0.679	0.558	0.967	0.998	0.976	0.958	0.973	0.701	0.999	0.987	1.000	0.852	0.691	0.600	0.998	0.829	0.728	1.000	0.749	0.697	0.923	0.922	0.999	0.575	0.952	0.771	0.336	0.947	0.026	0.331	0.295	0.026	0.957	0.999	0.998	0.026	0.947	1.000	0.947	0.303	0.950	0.279	0.026	0.952	0.950	0.986	0.977	0.868	0.512	0.919	0.988	0.645	0.915	0.974	0.830	1.000	0.967	0.945	0.943	0.990	0.986	0.026	1.000	0.825	0.615	0.950	0.999	0.026	0.947	0.575	0.950	0.100	0.328	0.026	0.950	0.946	0.100	0.949	0.709	0.950	0.130	0.952	0.951	0.949	0.026	0.950	0.026	0.026	0.950	0.026	0.998	0.869	0.903	0.714	0.511	0.541	0.988	0.972	1.000	0.998	0.647	0.544	0.955	0.231	0.364	0.859	0.343	0.953	0.026	0.846	1.000	0.906	1.000	0.983	1.000	0.948	1.000	0.931	1.000	0.715	0.763	0.948	1.000	1.000	1.000	1.000	0.999	0.200	0.264	0.366	0.273	0.167	0.131	0.338	0.950	0.026	0.026	0.295	0.109	0.995	0.012	0.389	0.012	0.026	0.331	0.296	0.812	0.026	0.098	0.295	0.026	0.026	0.950	0.950	0.148
LCP6623	0.226	0.780	0.341	0.447	0.331	0.047	0.824	0.036	0.136	0.168	0.862	0.091	0.256	0.365	0.166	0.102	0.020	0.095	0.097	0.262	0.246	0.151	0.039	0.023	0.023	0.023	1.000	1.000	0.602	0.042	1.000	0.228	0.023	0.228	0.023	0.036	0.023	0.023	0.023	0.023	0.023	0.023	0.051	0.051	0.023	0.023	0.498	0.081	0.205	0.737	0.080	0.138	0.236	0.397	0.603	0.410	0.874	0.834	0.091	0.314	0.117	0.035	0.391	0.094	0.096	0.210	0.103	0.303	0.298	0.990	0.229	0.221	0.078	0.055	0.226	0.023	0.040	0.036	0.023	0.339	0.233	0.051	0.023	0.227	0.073	0.227	0.280	0.227	0.143	0.023	0.222	0.228	0.530	0.150	0.159	0.560	0.282	0.834	0.594	0.078	0.202	0.268	0.118	0.026	0.109	0.752	0.394	0.446	0.023	0.230	0.128	0.034	0.227	0.223	0.023	0.226	0.228	0.227	0.039	0.159	0.023	0.227	0.226	0.039	0.227	0.020	0.227	0.042	0.220	0.228	0.227	0.023	0.229	0.023	0.023	0.227	0.023	0.689	0.196	0.077	0.762	0.127	0.598	0.827	0.558	0.236	0.423	0.312	0.234	0.243	0.271	0.112	0.099	0.166	0.117	0.023	0.083	0.165	0.092	0.203	0.825	0.049	0.033	0.159	0.509	0.422	0.253	0.122	0.167	0.326	0.361	0.124	0.031	0.082	0.441	0.038	0.044	0.038	0.970	0.042	0.056	0.228	0.023	0.023	0.036	0.095	0.232	0.999	0.037	0.999	0.023	0.040	0.034	0.027	0.023	0.085	0.036	0.023	0.023	0.227	0.227	0.411
LCP6697	0.238	0.780	0.762	0.517	0.623	0.334	0.828	0.482	0.516	0.490	0.838	0.187	0.507	0.500	0.255	0.138	0.057	0.541	0.511	0.959	0.251	0.248	0.074	0.375	0.023	0.023	1.000	1.000	1.000	0.836	1.000	0.239	0.022	0.239	0.023	0.995	0.023	0.023	0.023	0.023	0.023	0.023	0.257	0.260	0.023	0.022	0.740	0.458	0.382	0.725	0.106	0.496	0.423	0.767	0.673	0.495	0.882	0.835	0.426	0.557	0.257	0.083	0.593	0.598	0.540	0.219	0.188	0.345	0.340	0.990	0.568	0.264	0.457	0.997	0.238	0.022	0.979	0.998	0.023	0.349	0.243	0.256	0.023	0.239	0.073	0.239	0.393	0.239	0.190	0.022	0.265	0.240	0.551	0.567	0.526	0.544	0.441	0.841	0.429	0.368	0.968	0.625	0.597	0.068	0.142	0.631	0.796	0.506	0.023	0.290	0.218	0.431	0.239	0.232	0.022	0.238	0.569	0.238	0.074	0.251	0.023	0.239	0.237	0.074	0.239	0.371	0.240	0.834	0.264	0.239	0.239	0.023	0.240	0.022	0.022	0.239	0.022	0.701	0.738	0.356	0.852	0.254	0.631	0.836	0.727	0.246	0.488	0.927	0.470	0.379	0.394	0.336	0.220	0.277	0.194	0.022	0.459	0.441	0.335	0.999	0.714	0.486	0.376	0.170	0.619	0.530	0.970	0.425	0.245	0.395	0.762	0.249	0.261	0.152	0.999	0.946	1.000	0.946	0.970	0.836	1.000	0.239	0.022	0.023	0.995	0.118	0.242	0.030	1.000	0.030	0.023	0.979	0.998	0.428	0.022	0.108	0.996	0.022	0.023	0.239	0.239	0.169
LCP6699	0.997	1.000	0.994	0.995	1.000	0.804	1.000	1.000	0.569	0.911	1.000	0.999	0.996	0.933	0.989	0.997	0.999	1.000	0.430	0.886	0.999	1.000	0.096	0.710	0.027	0.027	0.795	0.710	0.534	0.136	0.190	1.000	0.027	0.999	0.027	0.305	0.027	0.027	0.027	0.027	0.027	0.027	0.932	0.932	0.027	0.027	0.865	0.527	0.546	0.970	1.000	0.974	0.957	0.971	0.641	0.999	0.987	1.000	0.837	0.678	0.573	1.000	0.831	0.686	1.000	0.748	0.695	0.933	0.933	0.999	0.584	0.999	0.772	0.342	0.996	0.027	0.316	0.303	0.027	0.852	0.999	0.931	0.027	0.996	1.000	0.996	0.306	0.999	0.175	0.027	0.999	0.995	0.987	0.830	0.749	0.505	0.919	0.988	0.644	0.740	0.973	0.806	1.000	0.974	0.949	0.968	0.991	0.987	0.027	1.000	0.864	0.622	0.999	0.999	0.027	0.996	0.584	0.999	0.096	0.275	0.027	0.999	0.995	0.096	0.998	0.709	0.999	0.136	0.999	1.000	0.998	0.027	0.999	0.027	0.027	0.999	0.027	1.000	0.853	0.817	0.714	0.495	0.547	0.987	0.984	0.999	0.999	0.847	0.456	0.954	0.230	0.292	0.907	0.317	0.956	0.027	0.846	0.457	0.996	1.000	0.983	1.000	1.000	1.000	0.931	1.000	1.000	0.997	1.000	1.000	1.000	1.000	1.000	1.000	0.188	0.257	0.371	0.264	0.168	0.136	0.344	0.999	0.027	0.027	0.302	0.101	0.995	0.016	0.393	0.016	0.027	0.318	0.303	0.812	0.027	0.091	0.303	0.027	0.027	0.999	0.999	0.143
LCP6700	0.360	0.783	0.465	0.273	0.187	0.178	0.815	0.249	0.238	0.285	0.836	0.091	0.430	0.383	0.163	0.102	0.021	0.111	0.357	0.355	0.385	0.163	0.061	0.234	0.019	0.019	0.999	0.986	0.903	0.887	0.136	0.362	0.019	0.361	0.019	0.997	0.019	0.019	0.019	0.019	0.019	0.019	0.063	0.062	0.019	0.019	0.613	0.191	0.251	0.701	0.090	0.279	0.260	0.528	0.728	0.195	0.861	0.827	0.261	0.404	0.150	0.031	0.489	0.600	0.112	0.167	0.385	0.403	0.398	0.990	0.158	0.350	0.256	0.991	0.359	0.019	0.986	1.000	0.019	0.453	0.374	0.062	0.019	0.361	0.015	0.360	0.348	0.362	0.140	0.019	0.351	0.362	0.527	0.312	0.297	0.515	0.308	0.821	0.403	0.215	0.352	0.513	0.150	0.020	0.074	0.749	0.505	0.233	0.019	0.360	0.114	0.219	0.362	0.403	0.019	0.361	0.158	0.361	0.061	0.159	0.019	0.361	0.360	0.061	0.362	0.232	0.362	0.886	0.350	0.363	0.362	0.019	0.363	0.019	0.019	0.362	0.019	0.676	0.742	0.203	0.840	0.138	0.467	0.815	0.602	0.377	0.201	0.430	0.277	0.271	0.222	0.144	0.090	0.087	0.102	0.019	0.096	0.319	0.166	0.322	0.759	0.259	0.251	0.368	0.494	0.460	0.429	0.235	0.153	0.224	0.472	0.132	0.162	0.060	0.286	0.946	0.991	0.949	0.119	0.887	0.996	0.363	0.019	0.019	0.998	0.051	0.372	0.998	0.994	0.999	0.019	0.986	1.000	0.212	0.019	0.040	0.998	0.019	0.019	0.362	0.362	0.391
LCP6701	0.951	0.744	0.962	0.989	0.930	0.895	0.999	0.753	0.548	0.819	1.000	0.991	0.893	0.498	0.801	0.988	0.999	0.996	0.489	0.685	1.000	0.254	0.115	0.659	1.000	1.000	0.812	0.870	0.581	0.152	0.181	0.953	0.986	0.952	1.000	0.325	1.000	1.000	1.000	1.000	1.000	1.000	0.248	0.247	1.000	0.986	0.913	0.655	0.282	1.000	1.000	1.000	1.000	0.976	0.863	1.000	1.000	0.794	0.916	0.825	0.253	1.000	1.000	0.912	0.996	0.974	0.672	0.851	0.850	0.996	0.527	0.954	0.759	0.387	0.949	0.986	0.241	0.326	1.000	0.925	0.999	0.248	1.000	0.950	1.000	0.950	0.212	0.952	0.191	0.986	0.954	0.953	0.989	0.996	0.999	0.999	1.000	1.000	0.998	0.999	0.984	0.933	1.000	0.977	0.999	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.952	0.999	0.986	0.950	0.527	0.952	0.115	1.000	1.000	0.952	0.949	0.115	0.951	0.657	0.952	0.152	0.954	0.953	0.951	1.000	0.952	0.986	0.986	0.952	0.986	0.997	1.000	0.903	0.985	0.261	0.999	1.000	1.000	1.000	1.000	0.727	0.468	1.000	0.217	0.310	0.824	0.302	1.000	0.986	0.995	0.548	0.899	1.000	0.412	0.756	0.783	1.000	0.895	0.559	0.709	0.718	0.788	0.985	0.964	0.254	0.299	0.995	0.225	0.211	0.414	0.222	0.160	0.152	0.388	0.952	0.986	1.000	0.323	0.106	0.994	0.366	0.436	0.371	1.000	0.242	0.325	0.796	0.986	0.095	0.323	0.986	1.000	0.952	0.952	1.000
LCP797	0.369	0.786	0.731	0.415	0.420	0.197	0.798	0.337	0.266	0.308	0.847	0.200	0.464	0.438	0.248	0.128	0.064	0.233	0.375	0.918	0.389	0.486	0.078	0.271	0.019	0.019	0.982	0.997	1.000	0.881	0.140	0.371	0.019	0.370	0.019	0.997	0.019	0.019	0.019	0.019	0.019	0.019	0.150	0.149	0.019	0.019	0.636	0.217	0.741	0.709	0.117	0.303	0.305	0.744	0.664	0.342	0.855	0.834	0.303	0.491	0.499	0.093	0.508	0.611	0.234	0.290	0.375	0.421	0.417	0.989	0.481	0.358	0.323	0.990	0.368	0.019	0.999	1.000	0.019	0.460	0.384	0.150	0.019	0.370	0.100	0.369	0.444	0.370	0.143	0.019	0.359	0.371	0.556	0.340	0.331	0.637	0.351	0.817	0.353	0.254	0.478	0.553	0.287	0.077	0.177	0.748	0.764	0.377	0.019	0.412	0.203	0.261	0.370	0.412	0.019	0.368	0.479	0.369	0.078	0.318	0.019	0.369	0.368	0.078	0.370	0.268	0.371	0.880	0.358	0.371	0.370	0.019	0.371	0.019	0.019	0.369	0.019	0.672	0.795	0.230	0.838	0.489	0.639	0.810	0.725	0.386	0.352	0.885	0.991	0.277	0.363	0.164	0.209	0.266	0.200	0.019	0.199	0.378	0.204	0.462	0.767	0.344	0.254	0.361	0.613	0.518	0.925	0.261	0.231	0.404	0.733	0.482	0.246	0.163	0.310	0.935	0.992	0.943	0.127	0.881	0.995	0.371	0.019	0.019	0.998	0.085	0.382	0.134	0.994	0.125	0.019	0.999	1.000	0.276	0.019	0.073	0.998	0.019	0.019	0.370	0.371	0.158
LMA421	0.949	0.727	0.967	1.000	0.930	0.835	0.996	1.000	0.579	0.869	0.997	0.957	0.892	0.922	0.980	0.959	0.999	1.000	1.000	0.998	1.000	0.956	0.190	0.751	1.000	1.000	0.784	0.844	0.616	0.136	0.278	0.952	1.000	0.951	1.000	0.305	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.993	0.618	0.996	1.000	1.000	0.997	0.986	0.983	0.778	1.000	1.000	0.777	0.984	0.779	0.989	0.999	0.973	0.787	1.000	0.997	0.789	0.945	0.945	0.998	0.611	0.953	0.949	0.378	0.948	1.000	0.323	0.303	1.000	0.924	0.999	0.999	1.000	0.949	1.000	0.949	0.446	0.951	0.373	1.000	0.953	0.951	0.987	0.994	0.984	0.908	0.987	1.000	0.646	0.950	0.974	0.863	1.000	0.973	0.927	1.000	0.999	1.000	1.000	1.000	0.983	0.807	0.951	0.999	1.000	0.949	0.611	0.951	0.190	0.342	1.000	0.951	0.947	0.190	0.950	0.750	0.951	0.136	0.953	0.952	0.950	1.000	0.951	1.000	1.000	0.951	1.000	0.999	0.947	0.852	0.998	0.970	0.997	1.000	1.000	1.000	1.000	0.999	0.560	0.985	0.237	0.350	1.000	0.348	0.936	1.000	1.000	0.514	0.789	1.000	0.983	1.000	0.803	1.000	0.868	0.960	0.998	0.750	0.980	1.000	0.969	0.956	0.999	0.983	0.236	0.258	0.412	0.266	0.252	0.135	0.380	0.951	1.000	1.000	0.303	0.158	0.995	0.030	0.435	0.033	1.000	0.324	0.304	1.000	1.000	0.148	0.304	1.000	1.000	0.951	0.951	0.139
